UIN,Incident_month,Incident_year,Victim_injury,State,Location,Latitude,Longitude,Site_category,Shark_common_name,Provoked_unprovoked,No_sharks,Victim_activity,Shark_behaviour,Victim_aware_of_shark,Injury_location,Injury_severity,Victim_gender,Time_of_incident,Depth_of_incident_m,Data_source,Reference,
1107,2,2019,injured,NSW,"belongil beach, byron bay",-28.6337,153.6003,coastal,white shark,unprovoked,1,boarding,,,leg,major lacerations,male,0640,,,https://www.news.com.au/national/nsw-act/news/beaches-close-as-shark-attacks-surfer-near-byron-bay-on-nsw-north-coast/news-story/98447100838b09c744abf3be278f9d03,
1108,3,2019,injured,QLD,"block reef, whitsundays",-18.156,147.48,island open ocean,grey reef shark,unprovoked,1,snorkelling,bit buttocks and upper leg,,"thigh, pelvic region",major lacerations,male,1230,,,https://www.abc.net.au/news/2019-03-25/shark-attack-victim-airlifted-from-great-barrier-reef-pontoon/10936474,
1109,4,2019,injured,NSW,tomaree,-32.7501,152.1459,coastal,grey nurse shark,provoked,1,spearfishing,bite arm,,arm,minor lacerations,male,1400,,,https://www.theherald.com.au/story/6091755/grey-nurse-shark-attack-at-port-stephens/,
1110,5,2019,injured,QLD,yandaran,-24.7293,152.101,coastal,,unprovoked,1,swimming,bite to leg,,"calf, foot",minor lacerations,male,1620,,,https://m.dalbyherald.com.au/news/breaking-man-bitten-by-shark-at-yandaran/3727090/,
1112,6,2019,injured,NSW,lennox point,-28.7999,153.58,coastal,whaler shark,unprovoked,1,,,,,,,,,,,
1113,7,2019,injured,QLD,"cape grenville, far north queensland",-11.9667,143.2333,coastal,tiger shark,provoked,2,snorkelling,,,leg,major lacerations,female,1830,,,,
1114,7,2019,injured,NSW,"shelly beach, manly",-33.8005,151.2979,coastal,grey nurse shark,unprovoked,1,swimming,,,"leg, torso",major lacerations,male,0530,,,,
1115,7,2019,injured,QLD,"bells creek, sunshine coast",-26.7994,153.0611,coastal,bull shark,unprovoked,1,boarding,board lesh got pulled down and when he reached down victim got bitten on the hand,,arm,minor lacerations,male,0700,,,https://7news.com.au/news/sharks/man-bitten-in-suspected-shark-attack-on-sunshine-coast-felt-blood-running-down-his-body-c-206130,
1116,7,2019,injured,NSW,"wooyung beach, far north coast", -28.45602 ,153.54457,coastal,bull shark,unprovoked,1,boarding,,,"leg, thigh",major lacerations,male,,,,Clay McDonald,415438758
1117,9,2019,injured,NSW,surf beach kiama,-34.6817,150.8511,coastal,,unprovoked,,,,,,,,,,,,
1118,9,2019,uninjured,WA,"burns beach, perth",-31.7247,115.7249,estuary/harbour,white shark,provoked,1,spearfishing,circling and trailling diver,,,,male,,,,https://thewest.com.au/news/wa/spear-diver-joe-petrovich-stalked-by-great-white-shark-off-burns-beach-ng-b881316624z,
1119,10,2019,injured,QLD,"hook passage, whitsundays",-21.957,148.1893,island open ocean,,,,snorkelling,,,,,male,,,,https://www.brisbanetimes.com.au/national/queensland/shark-bites-two-men-off-north-queensland-coast-20191029-p535ad.html,
1120,10,2019,injured,QLD,"hook passage, whitsundays",-20.3441,148.1893,island open ocean,,unprovoked,,snorkelling,,,,,male,,,,https://www.brisbanetimes.com.au/national/queensland/shark-bites-two-men-off-north-queensland-coast-20191029-p535ad.html,
1121,10,2019,uninjured,NSW,"lighthouse beach, seal rocks",-32.4436,152.5279,coastal,white shark,unprovoked,1,boarding,"knocked surfer off his board from below, breaking leg leash",,,,male,,,,https://www.dailymail.co.uk/news/article-7542655/it-like-hit-bus-surfer-survives-terrifying-great-white-shark-attack.html,
1122,10,2019,uninjured,QLD,"woorim, bribie island, queensland",-27.0609,153.2006,coastal,,,1,boarding,knocked victim off board and bit the board,,,,male,,,,https://www.trackingsharks.com/shark-busts-aussie-surfers-board/,
1123,11,2019,injured,QLD,"bargara, bundaberg",-24.8312,152.4592,coastal,,unprovoked,,snorkelling,"victim was bumped, not bitten",,foot,minor lacerations,male,1900,,,https://www.brisbanetimes.com.au/national/queensland/shark-smacks-man-during-evening-swim-on-central-queensland-coast-20191201-p53fq3.html,
1124,12,2019,injured,WA,exmouth boat harbour,-20.3441,114.143,coastal,,,,,,,,,,,,,,
1125,12,2019,injured,NSW,"killalea beach, shellharbour",-34.6038,150.8676,coastal,wobbegong,unprovoked,1,boarding,,,foot,minor lacerations,male,1900,,government report,,
1126,12,2019,injured,QLD,north west island,-23.3,151.71,island open ocean,lemon shark,,1,swimming,,,,,male,,,,,
1127,1,2020,fatal,WA,"cull island, esperance",-33.9222,121.9032,island open ocean,white shark,unprovoked,,diving,,,,,,,,,,
1128,1,2020,uninjured,NSW,"gallows beach, coffs harbour",-30.3119,153.1427,coastal,bull shark,unprovoked,,boarding,,,,,,,,,,
1129,1,2020,uninjured,WA,"geordie bay, rottnest island",-31.9908,115.5215,island open ocean,white shark,provoked,1,snorkelling,"after watching us for a minute or two he was instantly interested in our catch and kept charging us until he got it.""",,,,male,1415,,,https://thewest.com.au/news/sharks/spear-fishermen-charged-by-shark-at-rottnest-ng-b881437702z,
1130,1,2020,injured,QLD,"north west island, gladstone, qld",-23.2951,151.7079,island open ocean,lemon shark,unprovoked,,swimming,,,,,,,,,,
1131,1,2020,injured,NSW,"windang beach, wollongong, nsw",-34.5343,150.8746,coastal,,unprovoked,1,boarding,,,foot,minor lacerations,male,800,,,https://www.abc.net.au/news/2020-01-17/man-bitten-by-shark-south-of-wollongong/11875918,
1132,2,2020,injured,QLD,"lizard island, research station",-14.6787,145.4483,island open ocean,lemon shark,unprovoked,1,swimming,"the shark hit me on the head like a truck when i was about 300 metres into the return leg.i never saw it because it came from behind, on my right (the seaward side). its initial, very
confident bite was across the back of my head - top teeth were just behind my left ear and
bottom teeth were near my right ear. there was a lot of shaking",,"head, torso",minor lacerations,female,700,,,,
1133,4,2020,injured,NSW,"killick creek, crescent head",-31.19,152.98,estuary/harbour,wobbegong,unprovoked,1,swimming,,,foot,minor lacerations,female,800,,,DPI QUESTIONNIARE,
1134,4,2020,fatal,QLD,north west island,-23.2951,151.7079,island open ocean,,unprovoked,1,swimming,,,"arm, leg, torso",,male,,,,https://www.abc.net.au/news/2020-04-06/shark-attack-man-dies-from-injuries-north-west-island-queensland/12127124,
1135,4,2020,uninjured,WA,"steps surf break, lighthouse bay, exmouth",-21.93,114.117778,coastal,bull shark,unprovoked,1,boarding,,,,,male,1500,,,https://www.perthnow.com.au/news/sharks/exmouth-beach-lighthouse-bay-closed-after-shark-bites-surfboard-ng-b881524045z,
1136,4,2020,uninjured,NSW,"surf beach, kiama",-34.6817,150.8511,coastal,bull shark,unprovoked,1,boarding,,,,,male,,,,,
1137,5,2020,injured,VIC,bells beach,-38.3669,144.2847,coastal,whaler shark,unprovoked,1,boarding,,,leg,minor lacerations,male,,,,https://www.news.com.au/national/victoria/surfer-escapes-with-minor-injuries-in-bells-beach-shark-attack/news-story/7fda6568f3420d57271d82a0cb5e6c21,
1138,6,2020,fatal,NSW,"casuarina beach, kingscliff ",-28.2778,153.5774,coastal,white shark,unprovoked,1,boarding,bit left thigh,,thigh,,male,1000,,,"https://www.theguardian.com/environment/2020/jun/07/surfer-dies-after-shark-attack-in-northern-new-south-wales#:~:text=A%2060%2Dyear%2Dold%20man%20has%20died%20after%20being%20bitten,near%20Kingscliff%20in%20northern%20NSW.&text=%E2%80%9CA%20shark%20biologist%20has%20assessed,Industries%20said%20in%20a%20statement.",
1139,6,2020,injured,WA,"tantabiddi beach, ningaloo",-22.6799,113.698,coastal,,unprovoked,1,boarding,,,,,female,1030,,,,
1140,6,2020,uninjured,NSW,macmasters beach,-33.49762,151.420378,coastal,white shark,unprovoked,1,boarding,,,,,,,,,,
1141,6,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,provoked,1,spearfishing,,,,,female,,,,DPI QUESTIONAIRE,
1142,6,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,provoked,1,spearfishing,,,,,male,,,,DPI QUESTIONAIRE,
1143,6,2020,uninjured,NSW,"bulli, illawarra",-34.33834,150.91347,coastal,bronze whaler shark,provoked,1,spearfishing,"swam from above in agitated manner, pectoral fins down ",,,,male,,,,DPI QUESTIONAIRE,
1144,7,2020,injured,WA,bunker bay,-33.5427,115.0392,coastal,white shark,unprovoked,1,,,,,,,,,,,
1145,7,2020,injured,QLD,"fitzroy island, cairns",-16.9337,145.9943,island open ocean,whaler shark,unprovoked,1,swimming,"shark swam below her and turned around and bit her on the lower calf, ankle and fin.",,"leg, foot",major lacerations,female,1100,,,https://7news.com.au/news/qld/queensland-suspected-shark-attack-victim-identified-as-documentary-filmmaker-anika-craney-c-1167740,
1146,7,2020,fatal,QLD,"fraser island, sunshine coast",-25.2398,153.1325,coastal,whaler shark,provoked,1,snorkelling,,,"leg, foot",,male,1400,,,https://www.bbc.com/news/world-australia-53292992,
1147,7,2020,injured,TAS,"stanley, north west coast",-40.7667,145.3,coastal,white shark,provoked,1,fishing,shark came out of the water and grabbed the fishng line and the boy from the boat,,"arm, torso, head",major lacerations,male,,,,https://www.armidaleexpress.com.au/story/6838980/how-a-foam-life-jacket-saved-10yo-boy-from-terrifying-shark-attack/,
1148,7,2020,uninjured,NSW,"terrigal, central coast",-33.44815 ,151.44666,coastal,dusky shark,unprovoked,1,swimming,"Shark swam aggitated manner toward victim, approaching really fast toward chest  stopped.",,,,female,1915,,,,
1149,7,2020,fatal,NSW,"wooli beach, wilsons headland, mid north coast",-29.853,153.2715,coastal,white shark,unprovoked,1,boarding,,,,major lacerations,male,1430,,,https://www.news.com.au/national/nsw-act/news/wooli-beach-teen-dies-in-suspected-shark-attack-in-nsw/news-story/007c8e50858b34cff5257cfc4baa01d2,
1150,8,2020,injured,NSW,"shelly beach, port macquarie",-31.4333,152.9,coastal,white shark,unprovoked,1,boarding,,,leg,major lacerations,female,930,,,https://www.theguardian.com/australia-news/2020/aug/15/port-macquarie-shark-attack-woman-mauled-on-leg-at-nsw-mid-north-coast,
1151,9,2020,fatal,QLD,"greenmount beach, gold coast",-28.164,153.5476,coastal,white shark,unprovoked,,,,,,,,,,,,
1152,9,2020,uninjured,NSW,cabarita beach ,-28.33362,153.569698,coastal,white shark,provoked,1,boarding,,,,,male,1630,,,DPI QUESTIONAIRE,
1153,9,2020,uninjured,NSW,"birubi, port stephens",-32.7876 ,152.08002,coastal,whaler shark,unprovoked,1,other: standing in water,"Standing in water, shark banged into left leg and latched on with teeth. Shark thrashed as it bit down. Reflex pulled leg away and shark let go, thrashed on surface and jumped in the air. ",,leg,minor lacerations,male,550,1.2,,DPI Questionnaire,
1154,9,2020,injured,NSW,"birubi, port stephens",-32.7876 ,153.08002,coastal,wobbegong,unprovoked,1,boarding,Caught wave and ended up on sandbank in 90cm water. Victim stood up and was bit on right shin twice. Felt rounded head. Jumped on board and kicked shark when it appeared to follow him. Shark wasn't seen again.,,leg,minor lacerations,male,1730,0.9,,,
1155,10,2020,injured,NSW,"magic point, maroubra",-33.95,151.267,coastal,white shark,unprovoked,1,diving,"Shark was below the victim when it bit his left fin as it rushed vertically past him, it then leaped ~1m from the water then swam away",,leg,minor lacerations,male,1430,2,,DPI Questionnaire,
1156,10,2020,uninjured,NSW,"queenscliff, north steyne",-33.790172,151.288598,coastal,whaler shark,unprovoked,1,boarding,Victim laying on board when shark lunged 1-2m in front of him with mouth open. Shark bit front of board. Victim let go of board and swam to shore.,,,,male,1920,1.5,,DPI QUESTIONAIRE,
1157,10,2020,injured,QLD,"britomart reef, hinchinbrook island",-18.25,146.666944,island open ocean,bull shark,provoked,1,spearfishing,,,leg,major lacerations,male,1200,,,https://www.theaustralian.com.au/breaking-news/spear-fisher-rick-bettua-in-critical-condition-after-shark-attack-off-north-qld-coast/news-story/4520a8fd6d812fd8f674b34bb0b0c973,
1158,10,2020,fatal,WA,"kelps beds, esperance ",-34.8611,121.8919,coastal,white shark,unprovoked,1,boarding,,,,,male,,,,https://www.9news.com.au/national/wa-shark-attack-search-continues-for-esperance-surfer-andrew-sharpe/dd8a963f-b5e0-42d9-b79e-00bf52a8ffb7,
1159,11,2020,fatal,WA,"cable beach, broome",-17.9319,122.2081,coastal,bull shark,unprovoked,1,boarding,,,,,male,845,,,,
1160,11,2020,uninjured,QLD,"magpie reef, princess charlotte bay, cape york",-13.7333,143.8667,island open ocean,hammerhead shark ,provoked,1,fishing,,,,,male,,,,https://www.9news.com.au/national/divers-close-call-with-hamerhead-shark-captured-on-video/ad90be23-1fe3-485e-bde2-1bd2a4f7605e,
1161,11,2020,injured,NSW,"town beach, port macquarie",-31.4295,152.9193,coastal,wobbegong,unprovoked,1,boarding,,,"hand, foot",minor lacerations,male,600,,,,
1162,12,2020,injured,WA,"cable beach, broome",-17.9319,122.2081,coastal,bull shark,unprovoked,1,boarding,bumped off his board and bitten,,,,male,700,,,,
1163,12,2020,injured,SA,"d'estrees bay, kangaroo island",-35.9295,137.5966,island open ocean,white shark,unprovoked,1,boarding,,,,,male,1420,,,https://www.news.com.au/technology/science/animals/kangaroo-island-shark-attack-victim-releases-statement-from-hospital-bed/news-story/83562aa81535de1989a25d194f075396,
1164,1,2021,injured,NSW,lake macquarie,-33.0833,151.5833,river,bull shark,unprovoked,1,swimming,,,,,male,1830,,,,
1165,1,2021,injured,WA,"melaleuca beach, cowaramup bay, gracetown",-33.864,114.9864,coastal,wobbegong,unprovoked,1,swimming,shark not seen ,N,foot,minor lacerations,female,1030,,,https://www.abc.net.au/news/2021-01-30/possible-shark-attack-in-gracetown-off-wa-south-west-coast/13105958,
1166,1,2021,injured,WA,"swan river, point walter reserve, bicton",-32.0117,115.7866,river,bull shark,unprovoked,1,swimming,,,,major lacerations,male,800,,,https://www.abc.net.au/news/2021-01-14/reports-of-shark-attack-in-swan-river-in-bicton-perth/13057146,
1167,2,2021,injured,WA,lancelin back beach,-31.034,115.3356,coastal,wobbegong,unprovoked,1,boarding,,,,,,,,,,
1168,3,2021,uninjured,NSW,"cronulla beach, sydney",-34.0557,151.1551,coastal,wobbegong,unprovoked,1,boarding,shark got caught in leg rope ,,,,male,800,,,https://www.smh.com.au/national/nsw/cronulla-beaches-closed-after-suspected-shark-encounter-20210307-p578ho.html,
1169,3,2021,uninjured,WA,"deepene beach, elephant rock, hamelin bay",-34.2763,115.052,coastal,wobbegong,provoked,1,spearfishing,,,,,male,,,,,
1170,3,2021,injured,NSW,merimbula main beach,-36.8875,149.9059,coastal,,unprovoked,1,swimming,,,"torso, pelvic region",major lacerations,female,700,,,https://www.abc.net.au/news/2021-03-15/volunteer-lifesaver-on-the-road-to-recovery-after-shark-attack/13233302,
1171,3,2021,injured,WA,"sandy point, warroora station, coral bay",-23.325,113.791,coastal,bull shark,provoked,1,spearfishing,,,calf,minor lacerations,male,1220,,,https://www.perthnow.com.au/news/sharks/man-bitten-by-shark-at-tourist-hotspot-coral-bay-ng-b881832623z,
1172,3,2021,uninjured,WA,yallingup,-33.6397,115.0263,coastal,blacktip reef shark,unprovoked,1,boarding,,,,,male,1500,,,https://www.news.com.au/national/western-australia/scary-shark-attack-at-popular-surfing-spot-keeps-west-australian-beach-closed/news-story/3d6a7cc40b539ce7c443f5e47ac94948,
1173,4,2021,injured,WA,dampier boat ramp,-20.6564,116.7081,coastal,blacktip reef shark,unprovoked,1,swimming,,,foot,,male,1540,,,Questionaire,
1174,5,2021,injured,WA,quondong beach,-17.5804,122.1571,coastal,tiger shark,provoked,1,spearfishing,,,"arm, hand",minor lacerations,male,1120,,,,
1175,5,2021,fatal,NSW,tuncurry beach,-32.1521,152.5053,coastal,white shark,unprovoked,1,boarding,,,,,male,1100,,,,
1176,6,2021,injured,WA,"five fingers reef, coral bay",-23.1423,113.7723,coastal,tiger shark,unprovoked,1,snorkelling,,,foot,,male,,,,,
1177,6,2021,injured,WA,"gumtree bay, leeman",-29.9453,114.9824,coastal,white shark,provoked,1,spearfishing,the shark charged and knocked victim out of the water as it bit down on leg. the spear gun may have hit the shark in the head as i was holding it in my right hand. but i didn’t have enough reaction time to spear the shark or anything. my fin would have been in its mouth as well. ,,"calf, foot",minor lacerations,male,1420,,,,
1178,7,2021,injured,NSW,killick beach at crescent head,-31.1295,153.0011,coastal,white shark,unprovoked,1,boarding,,,arm,,male,,,,,
1179,7,2021,injured,WA,varanus island,-20.6517,115.5785,island open ocean,lemon shark,provoked,1,motorised boating,,,"leg, pelvic region",minor lacerations,male,,,,,
1180,9,2021,fatal,NSW,emerald beach,-30.1575,153.1502,coastal,white shark,unprovoked,1,boarding,,,arm,,male,1100,,,https://www.theaustralian.com.au/breaking-news/man-in-his-30s-attacked-by-shark-at-emerald-beach-coffs-harbour/news-story/b7c4abe574d14bad3152ad8da5eb5279,
1181,9,2021,injured,NSW,"park beach, coffs harbour",-30.2860,153.1364,coastal,wobbegong,unprovoked,1,boarding,,,foot,minor lacerations,male,,,,,
1182,10,2021,injured,QLD,"hook passage, whitsundays",-20.2665,148.8819,island open ocean,,unprovoked,1,swimming,,,leg,minor lacerations,male,,,,https://7news.com.au/news/qld/whitsundays-shark-attack-victim-went-swimming-during-bucks-party-at-feeding-time-c-4266249,
1183,10,2021,injured,NSW,moonee beach,-30.2042,153.1490,coastal,wobbegong,unprovoked,1,boarding,,,foot,minor lacerations,male,600,1,,DPI questionnaire,
1184,11,2021,fatal,WA,"port beach, fremantle",-32.0569,115.7439,coastal,white shark,unprovoked,,swimming,,,,,male,,,,https://www.perthnow.com.au/local-news/perthnow-fremantle/tributes-flow-for-port-beach-shark-attack-victim-c-4478979,
1185,12,2021,injured,VIC,"ocean grove beach, geelong",-38.2676,144.5067,coastal,,unprovoked,,,,,torso,minor lacerations,male,,,,,
